id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,nama_rumah_sakit,kategori_kunjungan,jumlah_kunjungan,satuan,tahun
1090,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PARU DR. M. GOENAWAN PARTOWIDIGDO,KUNJUNGAN RAWAT JALAN,31360,ORANG,2020
1091,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PARU DR. M. GOENAWAN PARTOWIDIGDO,KUNJUNGAN RAWAT INAP,5142,ORANG,2020
1092,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PARU DR. M. GOENAWAN PARTOWIDIGDO,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1093,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIBINONG,KUNJUNGAN RAWAT JALAN,15675,ORANG,2020
1094,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIBINONG,KUNJUNGAN RAWAT INAP,21574,ORANG,2020
1095,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIBINONG,KUNJUNGAN GANGGUAN JIWA,876,ORANG,2020
1096,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIAWI,KUNJUNGAN RAWAT JALAN,174597,ORANG,2020
1097,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIAWI,KUNJUNGAN RAWAT INAP,12632,ORANG,2020
1098,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CIAWI,KUNJUNGAN GANGGUAN JIWA,4479,ORANG,2020
1099,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM BINA HUSADA,KUNJUNGAN RAWAT JALAN,112500,ORANG,2020
1100,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM BINA HUSADA,KUNJUNGAN RAWAT INAP,5141,ORANG,2020
1101,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM BINA HUSADA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1102,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK CITRA INSANI,KUNJUNGAN RAWAT JALAN,20424,ORANG,2020
1103,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK CITRA INSANI,KUNJUNGAN RAWAT INAP,4449,ORANG,2020
1104,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK CITRA INSANI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1105,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MARY CILEUNGSI HIJAU,KUNJUNGAN RAWAT JALAN,46817,ORANG,2020
1106,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MARY CILEUNGSI HIJAU,KUNJUNGAN RAWAT INAP,10174,ORANG,2020
1107,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MARY CILEUNGSI HIJAU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1108,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MH. THAMRIN,KUNJUNGAN RAWAT JALAN,100095,ORANG,2020
1109,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MH. THAMRIN,KUNJUNGAN RAWAT INAP,12359,ORANG,2020
1110,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM MH. THAMRIN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1111,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR MUHAMAD HASSAN TOTO,KUNJUNGAN RAWAT JALAN,31543,ORANG,2020
1112,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR MUHAMAD HASSAN TOTO,KUNJUNGAN RAWAT INAP,4850,ORANG,2020
1113,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR MUHAMAD HASSAN TOTO,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1114,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM TRIMITRA,KUNJUNGAN RAWAT JALAN,62520,ORANG,2020
1115,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM TRIMITRA,KUNJUNGAN RAWAT INAP,5325,ORANG,2020
1116,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM TRIMITRA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1117,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM FAMILY MEDICAL CENTER,KUNJUNGAN RAWAT JALAN,64379,ORANG,2020
1118,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM FAMILY MEDICAL CENTER,KUNJUNGAN RAWAT INAP,3875,ORANG,2020
1119,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM FAMILY MEDICAL CENTER,KUNJUNGAN GANGGUAN JIWA,1828,ORANG,2020
1120,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH LEUWILIANG,KUNJUNGAN RAWAT JALAN,64305,ORANG,2020
1121,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH LEUWILIANG,KUNJUNGAN RAWAT INAP,13744,ORANG,2020
1122,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH LEUWILIANG,KUNJUNGAN GANGGUAN JIWA,5796,ORANG,2020
1123,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM CITAMA,KUNJUNGAN RAWAT JALAN,77327,ORANG,2020
1124,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM CITAMA,KUNJUNGAN RAWAT INAP,6690,ORANG,2020
1125,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM CITAMA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1126,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ANNISA,KUNJUNGAN RAWAT JALAN,47055,ORANG,2020
1127,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ANNISA,KUNJUNGAN RAWAT INAP,7506,ORANG,2020
1128,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ANNISA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1129,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM SENTRA MEDIKA CIBINONG,KUNJUNGAN RAWAT JALAN,158072,ORANG,2020
1130,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM SENTRA MEDIKA CIBINONG,KUNJUNGAN RAWAT INAP,10469,ORANG,2020
1131,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM SENTRA MEDIKA CIBINONG,KUNJUNGAN GANGGUAN JIWA,2721,ORANG,2020
1132,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS SENTOSA,KUNJUNGAN RAWAT JALAN,35251,ORANG,2020
1133,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS SENTOSA,KUNJUNGAN RAWAT INAP,7245,ORANG,2020
1134,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS SENTOSA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1135,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CILEUNGSI,KUNJUNGAN RAWAT JALAN,6316,ORANG,2020
1136,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CILEUNGSI,KUNJUNGAN RAWAT INAP,3486,ORANG,2020
1137,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DAERAH CILEUNGSI,KUNJUNGAN GANGGUAN JIWA,48,ORANG,2020
1138,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR. SISMADI,KUNJUNGAN RAWAT JALAN,1991,ORANG,2020
1139,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR. SISMADI,KUNJUNGAN RAWAT INAP,246,ORANG,2020
1140,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM DR. SISMADI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1141,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM HERMINA MEKARSARI,KUNJUNGAN RAWAT JALAN,164399,ORANG,2020
1142,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM HERMINA MEKARSARI,KUNJUNGAN RAWAT INAP,9141,ORANG,2020
1143,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM HERMINA MEKARSARI,KUNJUNGAN GANGGUAN JIWA,3549,ORANG,2020
1144,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK ASSALAM,KUNJUNGAN RAWAT JALAN,1355,ORANG,2020
1145,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK ASSALAM,KUNJUNGAN RAWAT INAP,850,ORANG,2020
1146,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK ASSALAM,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1147,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK KENARI GRAHA MEDIKA,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1148,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK KENARI GRAHA MEDIKA,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1149,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK KENARI GRAHA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1150,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM PERMATA JONGGOL,KUNJUNGAN RAWAT JALAN,58486,ORANG,2020
1151,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM PERMATA JONGGOL,KUNJUNGAN RAWAT INAP,4757,ORANG,2020
1152,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM PERMATA JONGGOL,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1153,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM KARYA BHAKTI PRATIWI,KUNJUNGAN RAWAT JALAN,107970,ORANG,2020
1154,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM KARYA BHAKTI PRATIWI,KUNJUNGAN RAWAT INAP,9473,ORANG,2020
1155,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM KARYA BHAKTI PRATIWI,KUNJUNGAN GANGGUAN JIWA,1035,ORANG,2020
1156,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM RUMAH SEHAT TERPADU DOMPET DHUAFA,KUNJUNGAN RAWAT JALAN,10183,ORANG,2020
1157,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM RUMAH SEHAT TERPADU DOMPET DHUAFA,KUNJUNGAN RAWAT INAP,728,ORANG,2020
1158,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM RUMAH SEHAT TERPADU DOMPET DHUAFA,KUNJUNGAN GANGGUAN JIWA,1,ORANG,2020
1159,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EMC SENTUL,KUNJUNGAN RAWAT JALAN,64107,ORANG,2020
1160,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EMC SENTUL,KUNJUNGAN RAWAT INAP,2302,ORANG,2020
1161,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EMC SENTUL,KUNJUNGAN GANGGUAN JIWA,28,ORANG,2020
1162,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ASYSYIFAA,KUNJUNGAN RAWAT JALAN,29298,ORANG,2020
1163,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ASYSYIFAA,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1164,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS UMUM ASYSYIFAA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1165,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK PERMATA PERTIWI,KUNJUNGAN RAWAT JALAN,4974,ORANG,2020
1166,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK PERMATA PERTIWI,KUNJUNGAN RAWAT INAP,2217,ORANG,2020
1167,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS IBU DAN ANAK PERMATA PERTIWI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1168,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS HARAPAN SEHATI,KUNJUNGAN RAWAT JALAN,14318,ORANG,2020
1169,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS HARAPAN SEHATI,KUNJUNGAN RAWAT INAP,1614,ORANG,2020
1170,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS HARAPAN SEHATI,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1171,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PENA 98,KUNJUNGAN RAWAT JALAN,7766,ORANG,2020
1172,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PENA 98,KUNJUNGAN RAWAT INAP,3755,ORANG,2020
1173,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS PENA 98,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1174,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EKA HOSPITAL,KUNJUNGAN RAWAT JALAN,28027,ORANG,2020
1175,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EKA HOSPITAL,KUNJUNGAN RAWAT INAP,2272,ORANG,2020
1176,32,JAWA BARAT,3201,KABUPATEN BOGOR,RS EKA HOSPITAL,KUNJUNGAN GANGGUAN JIWA,298,ORANG,2020
1177,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH SEKARWANGI,KUNJUNGAN RAWAT JALAN,25632,ORANG,2020
1178,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH SEKARWANGI,KUNJUNGAN RAWAT INAP,12046,ORANG,2020
1179,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH SEKARWANGI,KUNJUNGAN GANGGUAN JIWA,89,ORANG,2020
1180,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH PALABUHANRATU,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1181,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH PALABUHANRATU,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1182,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH PALABUHANRATU,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1183,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH JAMPANG KULON,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1184,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH JAMPANG KULON,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1185,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM DAERAH JAMPANG KULON,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1186,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM HERMINA,KUNJUNGAN RAWAT JALAN,29915,ORANG,2020
1187,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM HERMINA,KUNJUNGAN RAWAT INAP,6164,ORANG,2020
1188,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM HERMINA,KUNJUNGAN GANGGUAN JIWA,556,ORANG,2020
1189,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BETHA MEDIKA,KUNJUNGAN RAWAT JALAN,89649,ORANG,2020
1190,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BETHA MEDIKA,KUNJUNGAN RAWAT INAP,10409,ORANG,2020
1191,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BETHA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1192,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BHAKTI MEDICARE,KUNJUNGAN RAWAT JALAN,102701,ORANG,2020
1193,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BHAKTI MEDICARE,KUNJUNGAN RAWAT INAP,7653,ORANG,2020
1194,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM BHAKTI MEDICARE,KUNJUNGAN GANGGUAN JIWA,6655,ORANG,2020
1195,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM KARTIKA CIBADAK,KUNJUNGAN RAWAT JALAN,125009,ORANG,2020
1196,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM KARTIKA CIBADAK,KUNJUNGAN RAWAT INAP,8469,ORANG,2020
1197,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM KARTIKA CIBADAK,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1198,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM SAGARANTEN,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1199,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM SAGARANTEN,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1200,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RS UMUM SAGARANTEN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1201,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH SAYANG,KUNJUNGAN RAWAT JALAN,7076,ORANG,2020
1202,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH SAYANG,KUNJUNGAN RAWAT INAP,25040,ORANG,2020
1203,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH SAYANG,KUNJUNGAN GANGGUAN JIWA,7958,ORANG,2020
1204,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH CIMACAN,KUNJUNGAN RAWAT JALAN,33421,ORANG,2020
1205,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH CIMACAN,KUNJUNGAN RAWAT INAP,8592,ORANG,2020
1206,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH CIMACAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1207,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DR. HAFIZ,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1208,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DR. HAFIZ,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1209,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DR. HAFIZ,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1210,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH PAGELARAN,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1211,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH PAGELARAN,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1212,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS UMUM DAERAH PAGELARAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1213,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS BHAYANGKARA CIANJUR,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1214,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS BHAYANGKARA CIANJUR,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1215,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RS BHAYANGKARA CIANJUR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1216,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH MAJALAYA,KUNJUNGAN RAWAT JALAN,112825,ORANG,2020
1217,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH MAJALAYA,KUNJUNGAN RAWAT INAP,17023,ORANG,2020
1218,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH MAJALAYA,KUNJUNGAN GANGGUAN JIWA,4181,ORANG,2020
1219,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH AL IHSAN PROVINSI JAWA BARAT,KUNJUNGAN RAWAT JALAN,200513,ORANG,2020
1220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH AL IHSAN PROVINSI JAWA BARAT,KUNJUNGAN RAWAT INAP,24979,ORANG,2020
1221,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH AL IHSAN PROVINSI JAWA BARAT,KUNJUNGAN GANGGUAN JIWA,478,ORANG,2020
1222,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH SOREANG,KUNJUNGAN RAWAT JALAN,83073,ORANG,2020
1223,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH SOREANG,KUNJUNGAN RAWAT INAP,12034,ORANG,2020
1224,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH SOREANG,KUNJUNGAN GANGGUAN JIWA,6629,ORANG,2020
1225,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH CICALENGKA,KUNJUNGAN RAWAT JALAN,65675,ORANG,2020
1226,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH CICALENGKA,KUNJUNGAN RAWAT INAP,8795,ORANG,2020
1227,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH CICALENGKA,KUNJUNGAN GANGGUAN JIWA,2670,ORANG,2020
1228,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM BINA SEHAT,KUNJUNGAN RAWAT JALAN,90010,ORANG,2020
1229,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM BINA SEHAT,KUNJUNGAN RAWAT INAP,7024,ORANG,2020
1230,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM BINA SEHAT,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1231,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM AMC,KUNJUNGAN RAWAT JALAN,71438,ORANG,2020
1232,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM AMC,KUNJUNGAN RAWAT INAP,9429,ORANG,2020
1233,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM AMC,KUNJUNGAN GANGGUAN JIWA,2565,ORANG,2020
1234,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM TNI AU LANUD SULAIMAN,KUNJUNGAN RAWAT JALAN,19175,ORANG,2020
1235,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM TNI AU LANUD SULAIMAN,KUNJUNGAN RAWAT INAP,1303,ORANG,2020
1236,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM TNI AU LANUD SULAIMAN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1237,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UNGGUL KARSA MEDIKA,KUNJUNGAN RAWAT JALAN,5906,ORANG,2020
1238,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UNGGUL KARSA MEDIKA,KUNJUNGAN RAWAT INAP,1656,ORANG,2020
1239,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UNGGUL KARSA MEDIKA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1240,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH KESEHATAN KERJA,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1241,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH KESEHATAN KERJA,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1242,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM DAERAH KESEHATAN KERJA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1243,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM KARYA PANGALENGAN BHAKTI SEHAT,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1244,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM KARYA PANGALENGAN BHAKTI SEHAT,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1245,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RS UMUM KARYA PANGALENGAN BHAKTI SEHAT,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1246,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH DR. SLAMET GARUT,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1247,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH DR. SLAMET GARUT,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1248,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH DR. SLAMET GARUT,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1249,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM TK IV GUNTUR,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1250,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM TK IV GUNTUR,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1251,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM TK IV GUNTUR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1252,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH PAMEUNGPEUK PROV. JABAR,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1253,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH PAMEUNGPEUK PROV. JABAR,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1254,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM DAERAH PAMEUNGPEUK PROV. JABAR,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1255,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM NURHAYATI GARUT,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1256,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM NURHAYATI GARUT,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1257,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM NURHAYATI GARUT,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1258,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM ANNISA QUEEN,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1259,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM ANNISA QUEEN,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1260,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM ANNISA QUEEN,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1261,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM INTAN HUSADA,KUNJUNGAN RAWAT JALAN,0,ORANG,2020
1262,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM INTAN HUSADA,KUNJUNGAN RAWAT INAP,0,ORANG,2020
1263,32,JAWA BARAT,3205,KABUPATEN GARUT,RS UMUM INTAN HUSADA,KUNJUNGAN GANGGUAN JIWA,0,ORANG,2020
1264,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RS UMUM DAERAH SINGAPARNA MEDIKA CITRAUTAMA,KUNJUNGAN RAWAT JALAN,95683,ORANG,2020
